Entry ID,Jurisdiction ,Date announced,Date implemented,Intervention category,"Intervention 
type",Intervention summary,"Primary source (news release 
or specific resource)","Secondary 
source",Action,Level,"Indigenous 
population group"
PE158,P.E.I.,2020-12-06,2020-12-07,Closures/openings,Closures/openings — education,"Who: Department of Education and Lifelong Learning
What: Transitioned high schools in the capital region (Charlottetown) to remote learning for 2 weeks
Effective until: 2020-12-18",https://www.princeedwardisland.ca/en/news/enhanced-measures-protect-our-school-communities,https://www.princeedwardisland.ca/en/news/four-new-cases-covid-19-pei-new-public-health-measures-announced,Tightening,Regional,No
PE159,P.E.I.,2020-12-07,2020-12-07,Health services,Health services — visitors/patients/residents,"Who: Health PEI
What: Prohibited visitors at Health PEI hospitals, long-term care or any other facility, with the exception of compassionate circumstances
Effective until: ",https://www.princeedwardisland.ca/en/news/health-pei-restricting-visitors-expanding-covid-testing-hours,Not applicable,Tightening,Provincial/territorial,No
PE160,P.E.I.,2020-12-15,2020-12-16,Vaccine,Vaccine — purchasing and allocation,"Who: Chief Public Health Officer
What: Received first shipment of 1,950 doses of Pfizer vaccine
Effective until: ",https://www.princeedwardisland.ca/en/news/pfizer-covid-19-vaccine-arrives-pei-circuit-breaker-update,Not applicable,Not applicable,Provincial/territorial,No
PE162,P.E.I.,2020-12-15,2020-12-16,Vaccine,Vaccine — population to be vaccinated,"Who: Chief Public Health Officer
What: Prioritized initial doses for health care workers and nursing home staff who provide direct patient care; this includes respiratory therapists, testing clinic staff, immunization staff, cough and fever clinic staff, emergency room staff and long-term care staff
Effective until: ",https://www.princeedwardisland.ca/en/news/pfizer-covid-19-vaccine-arrives-pei-circuit-breaker-update,https://www.princeedwardisland.ca/en/information/health-and-wellness/covid-19-vaccines-and-immunization-program,Not applicable,Provincial/territorial,No
PE163,P.E.I.,2020-12-15,2020-12-16,Vaccine,Vaccine — phase changes and milestones,"Who: Chief Public Health Officer
What: Entered Phase 1 of COVID-19 vaccination plan and administered first COVID-19 vaccines to health care workers
Effective until: ",https://www.princeedwardisland.ca/en/news/pfizer-covid-19-vaccine-arrives-pei-circuit-breaker-update,https://www.princeedwardisland.ca/en/information/health-and-wellness/covid-19-vaccines-and-immunization-program,Not applicable,Provincial/territorial,No
PE164,P.E.I.,2020-12-15,2020-12-16,Vaccine,Vaccine — implementation plans and frameworks,"Who: Chief Public Health Officer
What: Released COVID-19 immunization program with 3 phases aligning with the National Advisory Committee on Immunization guidance 
Effective until: ",https://www.princeedwardisland.ca/en/news/pfizer-covid-19-vaccine-arrives-pei-circuit-breaker-update,https://www.princeedwardisland.ca/en/information/health-and-wellness/covid-19-vaccines-and-immunization-program,Not applicable,Provincial/territorial,No
PE165,P.E.I.,2020-12-17,2020-12-18,Public information,Public information — phase and alert level changes,"Who: Chief Public Health Officer
What: All regions moved out of the ""circuit breaker"" enhanced caution level and into a regular caution (yellow) level
Effective until: 2021-01-11",https://www.princeedwardisland.ca/en/news/circuit-breaker-restrictions-eased-one-new-positive-case-covid-19,Not applicable,Easing,Provincial/territorial,No
PE166,P.E.I.,2020-12-06,2020-12-07,Distancing,Distancing — gatherings,"Who: Chief Public Health Officer
What: Prohibited all personal gatherings except for 2 persons outside a household; limited organized indoor and outdoor gatherings, including weddings and funerals, to 10 people
Effective until: 2020-12-21",https://www.princeedwardisland.ca/en/news/four-new-cases-covid-19-pei-new-public-health-measures-announced,Not applicable,Tightening,Provincial/territorial,No
PE167,P.E.I.,2020-12-06,2020-12-07,Closures/openings,Closures/openings — recreation,"Who: Chief Public Health Officer
What: Closed fitness facilities, museums, libraries, bingo halls and casinos; prohibited organized recreational activities
Effective until: 2020-12-21",https://www.princeedwardisland.ca/en/news/four-new-cases-covid-19-pei-new-public-health-measures-announced,Not applicable,Tightening,Provincial/territorial,No
PE168,P.E.I.,2020-12-06,2020-12-07,Closures/openings,Closures/openings — non-essential services,"Who: Chief Public Health Officer
What: Closed restaurants, with exceptions for takeout and delivery; limited personal services to appointments only provided that masks are worn by staff and patrons at all times; reduced capacity in retail and markets to 50% 
Effective until: 2020-12-21",https://www.princeedwardisland.ca/en/news/four-new-cases-covid-19-pei-new-public-health-measures-announced,Not applicable,Tightening,Provincial/territorial,No
PE170,P.E.I.,2020-12-17,2020-12-18,Distancing,Distancing — gatherings,"Who: Chief Public Health Officer
What: Permitted indoor and outdoor personal gatherings of household plus up to 10 people, with distancing where possible; increased the limit on indoor and outdoor organized gatherings (including weddings and funerals) to 50 people
Effective until: 2021-01-25",https://www.princeedwardisland.ca/en/news/circuit-breaker-restrictions-eased-one-new-positive-case-covid-19,https://www.princeedwardisland.ca/en/news/public-health-measures-eased-further-covid-19-vaccine-rollout-continues,Easing,Provincial/territorial,No
PE171,P.E.I.,2020-12-17,2020-12-18,Closures/openings,Closures/openings — recreation,"Who: Chief Public Health Officer
What: Permitted gyms, fitness facilities, museums and libraries to operate at a 50% capacity with modifications for high-intensity activity; organized recreational and team sports may resume to the gathering limits, but tournaments are not permitted
Effective until: 2021-01-25",https://www.princeedwardisland.ca/en/news/circuit-breaker-restrictions-eased-one-new-positive-case-covid-19,https://www.princeedwardisland.ca/en/news/public-health-measures-eased-further-covid-19-vaccine-rollout-continues,Easing,Provincial/territorial,No
PE172,P.E.I.,2020-12-17,2020-12-18,Closures/openings,Closures/openings — non-essential services,"Who: Chief Public Health Officer
What: Permitted retail stores, markets and craft fairs to operate at 50% capacity; permitted restaurants and licensed premises to reopen in-room dining with a closing time of 11 p.m.; permitted personal services to continue to operate on an appointment basis provided that masks are worn by staff and patrons at all times
Effective until: 2021-01-25",https://www.princeedwardisland.ca/en/news/circuit-breaker-restrictions-eased-one-new-positive-case-covid-19,https://www.princeedwardisland.ca/en/news/public-health-measures-eased-further-covid-19-vaccine-rollout-continues,Easing,Provincial/territorial,No
PE173,P.E.I.,2020-12-17,2020-12-18,Health services,Health services — visitors/patients/residents,"Who: Chief Public Health Officer
What: Permitted patients of hospitals and other health facilities and long-term care residents to have up to 2 partners in care with limited number of visitors allowed in designated areas; scheduled and timed visits in long-term care; in hospitals, no restrictions on visitation times and no requirement to designate visitors, with a maximum of 3 at once
Effective until: 2021-01-25",https://www.princeedwardisland.ca/en/news/circuit-breaker-restrictions-eased-one-new-positive-case-covid-19,https://www.princeedwardisland.ca/en/news/health-pei-easing-visitor-restrictions-all-health-care-facilities,Easing,Provincial/territorial,No
PE174,P.E.I.,2021-01-05,2021-01-06,Distancing,Distancing — gatherings,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Permitted organized gatherings, including concerts, worship services, movie theatres, organized recreational and team sports, and restaurants and licensed premises to continue to operate with a total of 50 people; can have up to 2 additional groups of 50 people with an approved operational plan
Effective until: 2021-01-25",https://www.princeedwardisland.ca/en/news/public-health-measures-eased-further-covid-19-vaccine-rollout-continues,Not applicable,Easing,Provincial/territorial,No
PE175,P.E.I.,2021-01-05,2021-01-06,Closures/openings,Closures/openings — recreation,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Permitted in-province tournaments for organized recreational and team sports, provided that the number of people in the span of the day does not exceed 50; permitted prior approval for sporting events that exceed 50 people
Effective until: 2021-01-25",https://www.princeedwardisland.ca/en/news/public-health-measures-eased-further-covid-19-vaccine-rollout-continues,Not applicable,Easing,Provincial/territorial,No
PE176,P.E.I.,2021-01-05,2021-01-04,Vaccine,Vaccine — phase changes and milestones,"Who: Chief Public Health Officer
What: Administered first COVID-19 vaccines to 170 long-term care residents and staff
Effective until: ",https://www.princeedwardisland.ca/en/news/public-health-measures-eased-further-covid-19-vaccine-rollout-continues,https://www.princeedwardisland.ca/en/news/one-new-positive-case-prince-edward-island-covid-19-vaccine-update,Not applicable,Provincial/territorial,No
PE177,P.E.I.,2020-11-23,2020-11-24,Travel,Travel — self-isolation,"Who: Government of Prince Edward Island
What: Temporary suspension of participating in the Atlantic travel bubble for non-essential travel, requiring 14 days self-isolation or application for work-isolation upon returning to P.E.I.
Effective until: 2021-01-25",https://www.princeedwardisland.ca/en/news/pei-suspends-participation-atlantic-bubble-two-weeks,"https://www.princeedwardisland.ca/en/news/second-round-covid-19-test-results-related-positive-case-are-negative

https://www.princeedwardisland.ca/en/news/public-health-measures-eased-further-covid-19-vaccine-rollout-continues",Tightening,Provincial/territorial,No
PE178,P.E.I.,2020-12-06,2020-12-07,Public information,Public information — pandemic response plans,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Implemented ""circuit breaker"" measures to aggressively curb and contain spread, which are implemented as an enhanced caution (yellow) phase of the alert level system
Effective until: 2020-12-21",https://www.princeedwardisland.ca/en/news/four-new-cases-covid-19-pei-new-public-health-measures-announced,https://www.princeedwardisland.ca/en/news/government-operations-update,Not applicable,Provincial/territorial,No
PE179,P.E.I.,No data,2020-12-21,Contextual information,Contextual information — holiday,"Who: Department of Education and Lifelong Learning
What: Winter breaks in P.E.I. regions follow the same schedule
Effective until: 2021-01-01",https://publicholidays.net/school-holidays/prince-edward-island/,Not applicable,Not applicable,Provincial/territorial,No
PE180,P.E.I.,2020-12-08,2020-12-12,State of emergency,State of emergency,"Who: Government of Prince Edward Island, Executive Council
What: Extended the public health state of emergency
Effective until: 2021-01-10",https://www.princeedwardisland.ca/sites/default/files/publications/20201208truwww.pdf,https://www.princeedwardisland.ca/sites/default/files/publications/20210105truwww.pdf,Not applicable,Provincial/territorial,No
PE181,P.E.I.,2021-01-05,2021-01-11,State of emergency,State of emergency,"Who: Government of Prince Edward Island, Executive Council
What: Extended the public health state of emergency
Effective until: 2021-02-11",https://www.princeedwardisland.ca/sites/default/files/publications/20210105truwww.pdf,Not applicable,Not applicable,Provincial/territorial,No
PE182,P.E.I.,No data,No data,Vaccine,Vaccine — implementation plans and frameworks,"Who: Government of Prince Edward Island
What: Web page tracks vaccination progress to date
Effective until: ",https://www.princeedwardisland.ca/en/information/health-and-wellness/covid-19-vaccination-data,Not applicable,Not applicable,Provincial/territorial,No
PE183,P.E.I.,2020-12-29,No data,Vaccine,Vaccine — purchasing and allocation,"Who: Chief Public Health Officer
What: Announced expected arrival of 1,200 doses of Moderna vaccine in the week of 2020-12-28 
Effective until: ",https://www.cbc.ca/news/canada/prince-edward-island/pei-moderna-vaccine-first-shipment-1.5856781,Not applicable,Not applicable,Provincial/territorial,No
PE184,P.E.I.,2021-01-19,2020-01-19,Vaccine,Vaccine — population to be vaccinated,"Who: Government of Prince Edward Island, Department of Health and Wellness
What: Updated vaccination rollout plan: Phase 1 (2020-12 to 2021-03): residents and staff of long-term and community care, health care workers with direct and higher risk of exposure, seniors age 80 and older, adults age 18 and older living in Indigenous communities, residents and staff of other residential or shared living facilities, truck drivers and other rotational work; Phase 2 (2021-04 to 2021-06): remaining priority groups of Phase 1, health care workers not included in Phase 1, seniors age 70 and older, essential workers; Phase 3 (summer to fall 2021): remaining priority groups in phases 1 and 2, general public
Effective until: ",https://www.princeedwardisland.ca/en/information/health-and-wellness/covid-19-vaccine-information,https://www.princeedwardisland.ca/en/information/health-and-wellness/covid-19-vaccines-and-immunization-phased-approach,Not applicable,Provincial/territorial,Yes
PE185,P.E.I.,2021-01-22,2021-01-23,Public information,Public information — phase and alert level changes,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: All regions remain in the caution (yellow) level of the P.E.I. COVID-19 alert level system; updated post–circuit breaker holiday measures are in place
Effective until: 2021-02-16","https://www.princeedwardisland.ca/en/news/pei-eases-public-health-measures
",http://web.archive.org/web/20210122220317/www.princeedwardisland.ca/en/news/pei-eases-public-health-measures,Not applicable,Provincial/territorial,No
PE186,P.E.I.,2021-01-22,2021-01-23,Distancing,Distancing — gatherings,"Who: Chief Public Health Officer
What: Permitted organized gatherings (e.g., concerts, worship services, movie theatres and restaurants) of 50 people and up to 200 with permissions (except weddings and funerals); allowed indoor and outdoor personal household gatherings 10 additional people with physical distancing
Effective until: 2021-02-16",https://www.princeedwardisland.ca/en/news/pei-eases-public-health-measures,https://www.princeedwardisland.ca/en/information/health-and-wellness/post-circuit-breaker-measures-gatherings-guidance,Easing,Provincial/territorial,No
PE187,P.E.I.,2021-01-22,2021-01-23,Closures/openings,Closures/openings — recreation,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Permitted gyms and fitness facilities to operate at capacity with physical distancing and safety measures 
Effective until: 2021-02-16",https://www.princeedwardisland.ca/en/news/pei-eases-public-health-measures,https://www.princeedwardisland.ca/en/information/health-and-wellness/updated-covid-19-measures-as-of-february-16,Easing,Provincial/territorial,No
PE188,P.E.I.,2021-01-22,2021-01-23,Closures/openings,Closures/openings — non-essential services,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Opened retail stores and markets, to operate at capacity with physical distancing and health safety measures
Effective until: 2021-02-16",https://www.princeedwardisland.ca/en/news/pei-eases-public-health-measures,Not applicable,Easing,Provincial/territorial,No
PE189,P.E.I.,2021-01-22,2021-01-23,Closures/openings,Closures/openings — non-essential services,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Permitted restaurants and licensed premises to continue to open with a later closing time of midnight and a maximum table size of 10 people
Effective until: 2021-02-16",https://www.princeedwardisland.ca/en/news/pei-eases-public-health-measures,https://www.princeedwardisland.ca/en/information/health-and-wellness/food-premises-guidance,Easing,Provincial/territorial,No
PE190,P.E.I.,2021-01-22,2021-01-23,Distancing,Distancing — gatherings,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Updated organized recreational and team sports to resume gathering limits of 50 people, with 3 additional groups of 50 people with an operational plan, with enhanced attention to records for contact tracing
Effective until: 2021-02-16",https://www.princeedwardisland.ca/en/news/pei-eases-public-health-measures,Not applicable,Easing,Provincial/territorial,No
PE191,P.E.I.,2021-02-09,2021-02-16,Closures/openings,Closures/openings — recreation,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Permitted high-intensity activities (e.g., spin, hot yoga, bootcamps) with physical distancing (2 metres)
Effective until: ",https://www.princeedwardisland.ca/en/news/covid-19-update-0,Not applicable,Easing,Provincial/territorial,No
PE192,P.E.I.,2021-02-09,2021-02-16,Closures/openings,Closures/openings — non-essential services,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Permitted personal services to operate on a walk-in basis, provided the business has a robust operational plan
Effective until: ",https://www.princeedwardisland.ca/en/news/covid-19-update-0,Not applicable,Easing,Provincial/territorial,No
PE193,P.E.I.,2021-02-09,2021-02-16,Distancing,Distancing — gatherings,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Permitted large venues (e.g., Credit Union Place, Eastlink Centre) to operate with approved operational plans and health safety measures
Effective until: ",https://www.princeedwardisland.ca/en/news/covid-19-update-0,Not applicable,Easing,Provincial/territorial,No
PE194,P.E.I.,2021-02-04,2021-02-10,State of emergency,State of emergency,"Who: Government of Prince Edward Island, Executive Council
What: Extended the public health state of emergency
Effective until: 2021-03-10",https://www.princeedwardisland.ca/sites/default/files/publications/20210204truwww.pdf,Not applicable,Not applicable,Provincial/territorial,No
PE195,P.E.I.,2021-02-01,2021-02-01,Health services,Health services — visitors/patients/residents,"Who: Health PEI
What: Allowed long-term care residents 6 visitors (in addition to 2 partners in care) with a 1-hour time limit, distancing and masks
Effective until: ",https://www.princeedwardisland.ca/en/information/health-pei/long-term-care-visitation,https://www.princeedwardisland.ca/en/information/visitor-policy-and-protocols-for-health-pei-facilities-including-long-term-care,Easing,Provincial/territorial,No
PE196,P.E.I.,2021-02-23,2021-02-23,Case management,Case management — other,"Who: Department of Health and Wellness, Health PEI
What: Launched a new rapid testing pilot project of rapid testing at the Charlottetown Airport offering point-of-care COVID-19 screening to arriving travellers; the project will pilot for a 4-week period
Effective until: 2021-03-23",https://www.princeedwardisland.ca/en/news/rapid-testing-be-piloted-charlottetown-airport,Not applicable,Not applicable,Provincial/territorial,No
PE197,P.E.I.,2021-02-23,2021-03-01,Travel ,Travel — self-isolation,"Who: Department of Health and Wellness
What: Required travellers arriving in P.E.I. from outside of the Maritime provinces (N.S., N.B.) who are in isolation and are not already being tested to be tested on days 0–1, 4–6 and 9–11
Effective until: ",https://www.princeedwardisland.ca/en/information/health-and-wellness/covid-19-self-isolation,Not applicable,Not applicable,Provincial/territorial,No
PE198,P.E.I.,2021-02-27,2021-02-28,Public information,Public information — phase and alert level changes,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: All regions elevated to restricted (red) level of the P.E.I. COVID-19 alert level system; announced new circuit breaker measures
Effective until: ",https://www.princeedwardisland.ca/en/news/circuit-breaker-announced-pei-new-cases-covid-19-announced,http://web.archive.org/web/20210218165345if_/https://www.princeedwardisland.ca/en/information/health-and-wellness/covid-19-vaccines-and-immunization-phased-approach,Tightening,Provincial/territorial,No
PE199,P.E.I.,2021-02-27,2021-02-28,Distancing,Distancing — gatherings,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Province moved to restricted (red) level; prohibited additional cohorts for organized gatherings (e.g., concerts, worship services, movies, weddings, funerals) with a strict limitation of 50 people; wedding and funeral receptions prohibited
Effective until: 2021-03-14",https://www.princeedwardisland.ca/en/news/circuit-breaker-announced-pei-new-cases-covid-19-announced,Not applicable,Tightening,Provincial/territorial,No
PE200,P.E.I.,2021-02-27,2021-02-28,Closures/openings,Closures/openings — recreation,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Province moved to restricted (red) level; limited gyms, fitness facilities, museums and libraries to operate at 50% capacity with additional cleaning measures; games, tournaments and competitions prohibited
Effective until: 2021-03-14",https://www.princeedwardisland.ca/en/news/circuit-breaker-announced-pei-new-cases-covid-19-announced,Not applicable,Tightening,Provincial/territorial,No
PE201,P.E.I.,2021-02-27,2021-02-28,Closures/openings,Closures/openings — non-essential services,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Province moved to restricted (red) level; permitted retail stores, markets and craft fairs to operate at 50% capacity; permitted personal services to operate on an appointment basis; prohibited in-room dining in restaurants, with takeout and delivery allowed
Effective until: 2021-03-14",https://www.princeedwardisland.ca/en/news/circuit-breaker-announced-pei-new-cases-covid-19-announced,Not applicable,Tightening,Provincial/territorial,No
PE202,P.E.I.,2021-02-27,2021-02-28,Health services,Health services — visitors/patients/residents,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Province moved to restricted (red) level; permitted 3 partners in care and designated visitors for long-term care
Effective until: 2021-03-14",https://www.princeedwardisland.ca/en/news/circuit-breaker-announced-pei-new-cases-covid-19-announced,Not applicable,Tightening,Provincial/territorial,No
PE203,P.E.I.,2021-02-28,2021-03-01,Public information,Public information — phase and alert level changes,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Public health measures enhanced for a 3-day period in the modified enhanced (red) level of the P.E.I. COVID-19 alert level system 
Effective until: 2021-03-04",https://www.princeedwardisland.ca/en/news/modified-red-restricted-measures-prince-edward-island-five-new-cases-announced,Not applicable,Tightening,Provincial/territorial,No
PE204,P.E.I.,2021-02-28,2021-03-01,Closures/openings,Closures/openings — education,"Who: Department of Education and Lifelong Learning
What: Closed all schools for a 72-hour period
Effective until: 2021-03-04",https://www.princeedwardisland.ca/en/news/modified-red-restricted-measures-schools-and-childcare,Not applicable,Tightening,Provincial/territorial,No
PE205,P.E.I.,2021-02-28,2021-03-01,Distancing,Distancing — gatherings,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Public health measures enhanced for a 3-day period in the modified enhanced (red) level; prohibited all personal and organized gatherings (except funerals, limited to 10 people); each household must only associate with 2 other consistent individuals for essential support
Effective until: 2021-03-04",https://www.princeedwardisland.ca/en/news/modified-red-restricted-measures-prince-edward-island-five-new-cases-announced,Not applicable,Tightening,Provincial/territorial,No
PE206,P.E.I.,2021-02-28,2021-03-01,Closures/openings,Closures/openings — recreation,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Public health measures enhanced for a 3-day period in the modified enhanced (red) level; closed all recreational facilities including gyms, fitness facilities, bingo halls, casinos, museums and libraries; prohibited organized sports or recreation activities
Effective until: 2021-03-04",https://www.princeedwardisland.ca/en/news/modified-red-restricted-measures-prince-edward-island-five-new-cases-announced,Not applicable,Tightening,Provincial/territorial,No
PE207,P.E.I.,2021-02-28,2021-03-01,Closures/openings,Closures/openings — non-essential services,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Public health measures enhanced for a 3-day period in the modified enhanced (red) level; closed all non-essential businesses, services and organizations except for phone, virtual services, delivery or pickup
Effective until: 2021-03-04",https://www.princeedwardisland.ca/en/news/modified-red-restricted-measures-prince-edward-island-five-new-cases-announced,Not applicable,Tightening,Provincial/territorial,No
PE208,P.E.I.,2021-03-03,2021-03-04,Public information,Public information — phase and alert level changes,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Lowered all regions from modified enhanced (red) level to the circuit breaker measures of the P.E.I. COVID-19 alert level system
Effective until: 2021-03-14",https://www.princeedwardisland.ca/en/news/pei-move-out-modified-red-level-phase-midnight-one-new-case-covid-19,Not applicable,Easing,Provincial/territorial,No
PE209,P.E.I.,2021-03-03,2021-03-04,Distancing,Distancing — gatherings,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Province moved back to circuit breaker measures; permitted households to identify up to 6 consistent individuals to gather with; permitted organized gatherings (e.g., concerts, worship services, movie theatres, weddings, funerals, rehearsals, individual or team practices) to 50 people, with no additional cohorts
Effective until: 2021-03-14",https://www.princeedwardisland.ca/en/news/pei-move-out-modified-red-level-phase-midnight-one-new-case-covid-19,Not applicable,Easing,Provincial/territorial,No
PE210,P.E.I.,2021-03-03,2021-03-04,Closures/openings,Closures/openings — recreation,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Province moved back to circuit breaker measures; permitted gyms, fitness facilities, museums, libraries to operate at 50% capacity
Effective until: 2021-03-14",https://www.princeedwardisland.ca/en/news/pei-move-out-modified-red-level-phase-midnight-one-new-case-covid-19,Not applicable,Easing,Provincial/territorial,No
PE211,P.E.I.,2021-03-03,2021-03-04,Closures/openings,Closures/openings — non-essential services,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Province moved back to circuit breaker measures; permitted retail stores, markets and craft fairs to operate at 50% capacity; permitted personal services to operate on an appointment basis; permitted in-room dining with a maximum of 6 people per table and a 10 p.m. closing time
Effective until: 2021-03-14",https://www.princeedwardisland.ca/en/news/pei-move-out-modified-red-level-phase-midnight-one-new-case-covid-19,Not applicable,Easing,Provincial/territorial,No
PE212,P.E.I.,2021-03-03,2021-03-04,Health services,Health services — visitors/patients/residents,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Province moved to circuit breaker measures; permitted long-term care to have up to 6 designated visitors
Effective until: 2021-03-14",https://www.princeedwardisland.ca/en/news/pei-move-out-modified-red-level-phase-midnight-one-new-case-covid-19,Not applicable,Easing,Provincial/territorial,No
PE213,P.E.I.,2021-03-03,2021-03-04,Closures/openings,Closures/openings — education,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Resumed full-time classroom learning for K–12 with public health measures in place
Effective until: ",https://www.princeedwardisland.ca/en/news/pei-move-out-modified-red-level-phase-midnight-one-new-case-covid-19,Not applicable,Easing,Provincial/territorial,No
PE214,P.E.I.,2021-03-09,2021-03-09,Vaccine,Vaccine — population to be vaccinated,"Who: Department of Health and Wellness, Chief Public Health Officer
What: Expanded the eligibility for vaccinations to include adults over 75 and individuals 18 to 29 years of age who work in the food and beverage industry; islanders 18 to 29 years of age who work in the food and beverage industry to receive the AstraZeneca vaccine
Effective until: ",https://www.princeedwardisland.ca/en/news/covid-19-vaccine-rollout-update,Not applicable,Not applicable,Provincial/territorial,No
PE215,P.E.I.,2021-03-12,2021-03-13,Public information,Public information — phase and alert level changes,"Who: Department of Health and Wellness, Chief Public Health Officer
What: Lowered all regions to post–circuit breaker caution (yellow) level of the P.E.I. COVID-19 alert level system; public health measures eased
Effective until: ",https://www.princeedwardisland.ca/en/news/eased-public-health-restrictions-announced-pei,https://www.princeedwardisland.ca/en/information/health-and-wellness/covid-19-post-circuit-breaker-measures-march-13-2021,Easing,Provincial/territorial,No
PE216,P.E.I.,2021-03-12,2021-03-13,Distancing,Distancing — gatherings,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Province moved to post–circuit breaker level, public health restrictions eased; permitted households to gather with up to 10 individuals indoors and outdoors; permitted organized gatherings (e.g., concerts, worship services, movie theatres, gyms, fitness facilities, museums, libraries, organized recreation and team sports, and food and drink establishments) of 50 people with 3 additional groups of 50 people with an operational plan; weddings and funerals remain at a limit of 50 people, plus officiants, and not eligible for multiple cohorts
Effective until: ",https://www.princeedwardisland.ca/en/news/eased-public-health-restrictions-announced-pei,https://www.princeedwardisland.ca/en/information/health-and-wellness/covid-19-post-circuit-breaker-measures-march-13-2021,Easing,Provincial/territorial,No
PE217,P.E.I.,2021-03-12,2021-03-13,Closures/openings,Closures/openings — recreation,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Province moved to post–circuit breaker level, public health restrictions eased; permitted gyms, fitness facilities, museums, libraries and organized recreation and team sports to operate with physical distancing and other public health measures followed
Effective until: ",https://www.princeedwardisland.ca/en/news/eased-public-health-restrictions-announced-pei,https://www.princeedwardisland.ca/en/information/health-and-wellness/covid-19-post-circuit-breaker-measures-march-13-2021,Easing,Provincial/territorial,No
PE218,P.E.I.,2021-03-12,2021-03-13,Closures/openings,Closures/openings — non-essential services,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Province is in post–circuit breaker level, public health restrictions eased; permitted retail stores, markets and craft fairs to operate with physical distancing and public health measures followed; permitted in-room dining with a maximum of 10 people per table and a 12 a.m. closing time
Effective until: ",https://www.princeedwardisland.ca/en/news/eased-public-health-restrictions-announced-pei,https://www.princeedwardisland.ca/en/information/health-and-wellness/covid-19-post-circuit-breaker-measures-march-13-2021,Easing,Provincial/territorial,No
PE219,P.E.I.,2021-03-16,2021-03-16,Vaccine,Vaccine — population to be vaccinated,"Who: Department of Health and Wellness, Chief Public Health Officer
What: Expanded the eligibility for vaccinations to include individuals 18 to 29 years of age who work in convenience stores, gas stations and grocery stores
Effective until: ",https://www.princeedwardisland.ca/en/news/one-new-positive-case-covid-19-pei-vaccine-rollout-update,Not applicable,Not applicable,Provincial/territorial,No
PE220,P.E.I.,2021-03-16,2021-03-16,Vaccine,Vaccine — population to be vaccinated,"Who: Department of Health and Wellness, Chief Public Health Officer
What: Expanded the eligibility for vaccinations to include individuals age 70 to 74 based on their birth month
Effective until: ",https://www.princeedwardisland.ca/en/news/one-new-positive-case-covid-19-pei-vaccine-rollout-update,Not applicable,Not applicable,Provincial/territorial,No
PE221,P.E.I.,2021-03-16,2021-03-16,Vaccine,Vaccine — population to be vaccinated,"Who: Department of Health and Wellness, Chief Public Health Officer
What: Announced that the following groups are prioritized in Phase 2: adults age 60 to 69, beginning with over 65, front-line essential workers age 18 to 59 who cannot work virtually (e.g., grocery and retail clerks, restaurant servers, gas station attendants and clerks, teachers, school personnel, early childhood educators, veterinarians, public transit drivers, seafood and meat plant employees), adults age 18 to 59 with underlying medical conditions at high risk and their primary caregivers, adults age 50 to 55, beginning with over 55, non-front-line health care workers to maintain system capacity, non-front-line essential workers and all remaining adults over 18, followed by youth age 16 to 17
Effective until: ",https://www.princeedwardisland.ca/en/news/one-new-positive-case-covid-19-pei-vaccine-rollout-update,https://www.princeedwardisland.ca/en/information/health-and-wellness/covid-19-vaccines-and-immunization-phased-approach,Not applicable,Provincial/territorial,No
PE222,P.E.I.,2021-03-18,2021-04-19,Travel,Travel — self-isolation,"Who: Office of the Premier
What: Re-formed Atlantic travel bubble with N.S., N.B. and N.L., allowing residents of Atlantic Canada to enter P.E.I. without self-isolating for 14 days
Effective until: ",https://www.princeedwardisland.ca/en/news/atlantic-premiers-announce-plan-ease-regional-travel-restrictions,Not applicable,Easing,Provincial/territorial,No
