"","Entry.ID","Jurisdiction","Date.announced","Date.implemented","Intervention.category","Intervention..type","Intervention.summary","Primary.source..news.release..or.specific.resource.","Secondary..source","Action","Level","Indigenous..population.group","Date"
"126","CAN373","Can.","2021-08-13",2021-08-14,"Health workforce","Health workforce — supply management ","Who: Government of Canada                                 What: Announced $134 million funding for British Columbia's long-term care sector to enhance infection prevention and control measures including an increase in human resources capacity and safety                                                   Effective until:","https://www.canada.ca/en/health-canada/news/2021/08/government-of-canada-invests-close-to-134-million-to-support-canadians-living-and-working-in-long-term-care-in-british-columbia.html","Not applicable","Not applicable","Provincial/territorial","No",2021-08-14
"127","CAN359","Can.","2021-08-24",2021-08-24,"Travel","Travel — restrictions","Who: Canada Border Services Agency
What: Resumed service at various small marine reporting sites, airports of entry and ferry terminals; the openings vary by region and will have new sites opening 2021-09-06 and 2021-09-19
Effective until: ","https://www.canada.ca/en/border-services-agency/news/2021/08/covid-19-border-services-reinstated-at-a-number-of-small-canadian-marine-and-air-ports-of-entry.html","Not applicable","Easing","Federal","No",2021-08-24
"128","CAN366","Can.","2021-08-28",2021-08-29,"Travel","Travel — restrictions","Who: Transport Canada
What: Issued a Notice to Airmen due to the latest public health advice from the Public Health Agency of Canada, restricting all direct commercial and private passenger flights to Canada from Morocco
Effective until: ","https://www.canada.ca/en/transport-canada/news/2021/08/transport-canada-suspending-all-direct-commercial-and-private-passenger-flights-from-morocco-until-september-29-2021.html","Not applicable","Tightening","Federal","No",2021-08-29
"129","CAN375","Can.","2021-08-31",2021-08-31,"Health workforce","Health workforce — change in practice","Who: Health Canada
What: Announced that Ivermectin is not an authorized treatment for COVID-19 and warned that the drug can cause serious health issues 
Effective until:","https://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2021/76365a-eng.php ","Not applicable","Not applicable","Federal","No",2021-08-31
"130","CAN360","Can.","2021-09-03",2021-09-07,"Travel","Travel — restrictions","Who: Canada Border Services Agency
What: Announced that fully vaccinated foreign nationals are eligible to enter Canada for non-essential reasons
Effective until: ","https://www.canada.ca/en/border-services-agency/news/2021/09/travel-advisory-reminder--on-september-7-new-measures-for-fully-vaccinated-international-travellers-to-canada-will-come-into-force.html","Not applicable","Easing","Federal","No",2021-09-07
"131","CAN361","Can.","2021-09-10",2021-09-10,"Vaccine","Vaccine — regulatory approval","Who: National Advisory Committee on Immunization
What: Provided updated advice for immunocompromised individuals to include an additional dose following the 1- or 2-dose series 
Effective until: ","https://www.canada.ca/en/public-health/news/2021/09/statement-from-the-chief-public-health-officer-of-canada-on-september-10-2021.html","https://www.canada.ca/en/public-health/services/immunization/national-advisory-committee-on-immunization-naci/statement-september-10-2021-additional-dose-covid-19-vaccine-immunocompromised-following-1-2-dose-series.html","Not applicable","Federal","No",2021-09-10
"132","CAN362","Can.","2021-09-17",2021-09-17,"Vaccine","Vaccine — regulatory approval","Who: Health Canada
What: Authorized new names for the Pfizer-BioNTech, Moderna and AstraZeneca COVID-19 vaccines
Effective until: ","https://covid-vaccine.canada.ca/","Not applicable","Not applicable","Federal","No",2021-09-17
"133","CAN367","Can.","2021-09-21",2021-09-21,"Travel","Travel — restrictions","Who: Transport Canada
What: Extended the Notice to Airmen to continue restrictions for all direct commercial and private passenger flights to Canada from India
Effective until: 2021-09-26","https://www.canada.ca/en/transport-canada/news/2021/09/canada-announces-extension-of-flight-ban-from-india-as-it-prepares-for-the-return-of-direct-flights.html","Not applicable","Not applicable","Federal","No",2021-09-21
"134","CAN380","Can.","2021-10-02",2021-10-04,"Health workforce","Health workforce — supply management ","Who: Public Safety Canada
What: Announced that the Canadian Armed Forces and the Canadian Red Cross are sending critical care nurses to Alberta to assist 
Effective until:","https://www.canada.ca/en/public-safety-canada/news/2021/10/government-of-canada-to-assist-alberta-with-covid-19-response.html","https://www.cbc.ca/news/canada/edmonton/covid-alberta-military-edmonton-1.6201412","Not applicable","Provincial/territorial","No",2021-10-04
"135","CAN381","Can.","2021-10-06",2021-10-06,"Vaccine","Vaccine — vaccination status","Who: Prime Minister
What: Announced that those in the federal workforce and federally regulated transportation sectors will be required to be vaccinated against COVID-19
Effective until:","https://pm.gc.ca/en/news/news-releases/2021/10/06/prime-minister-announces-mandatory-vaccination-federal-workforce-and","Not applicable","Tightening","Federal","No",2021-10-06
"136","CAN382","Can.","2021-10-16",2021-10-16,"Health workforce","Health workforce — supply management ","Who: Public Safety Canada
What: Extended the Red Cross support being sent to Ontario long-term care and retirement homes
Effective until: 2021-11-30","https://www.canada.ca/en/public-safety-canada/news/2021/10/support-for-long-term-care-homes-in-ontario-extended-to-manage-covid-19-outbreaks.html","Not applicable","Not applicable","Provincial/territorial","No",2021-10-16
"137","CAN383","Can.","2021-10-18",2021-10-19,"Health workforce","Health workforce — supply management ","Who: Public Safety Canada
What: Announced Canadian Red Cross support for the N.W.T. to assist in infection prevention and control, contact tracing and COVID-19 testing efforts
Effective until: 2021-11-28","https://www.canada.ca/en/public-safety-canada/news/2021/10/government-of-canada-assists-the-northwest-territories-with-covid-19-response.html","Not applicable","Not applicable","Provincial/territorial","No",2021-10-19
"138","CAN384","Can.","2021-10-21",2021-10-21,"Vaccine","Vaccine — vaccination status","Who: Prime Minister
What: Announced a standardization of COVID-19 proof of vaccination for all provinces and territories
Effective until:","https://pm.gc.ca/en/news/news-releases/2021/10/21/prime-minister-announces-standardized-canadian-covid-19-proof","Not applicable","Not applicable","Federal","No",2021-10-21
"139","CAN385","Can.","2021-10-21",2021-10-21,"Financial and economic","Financial and economic — assistance","Who: Department of Finance Canada
What: Extended various COVID-19 support measures including the Canada Emergency Wage Subsidy, Canada Emergency Rent Subsidy, Lockdown Support and Canada Recovery Hiring Program
Effective until: 2022-05-07","https://www.canada.ca/en/department-finance/news/2021/10/targeting-covid-19-support-measures.html","Not applicable","Not applicable","Federal","No",2021-10-21
"140","CAN386","Can.","2021-10-21",2021-10-29,"Travel","Travel — restrictions","Who: Transport Canada
What: Lifted the Notice to Airmen that restricted direct flights to Morocco and new measures; new measures for those entering Canada from Morocco include travellers must show proof of vaccination or a negative COVID-19 test
Effective until:","https://www.canada.ca/en/transport-canada/news/2021/10/transport-canada-introducing-new-measures-for-the-reintroduction-of-direct-flights-from-morocco-on-october-29-2021.html","Not applicable","Easing","Federal","No",2021-10-29
"141","CAN387","Can.","2021-11-01",2021-10-29,"Vaccine","Vaccine — regulatory approval","Who: Public Health Agency of Canada, National Advisory Committee on Immunization
What: Announced interim guidance on the use of boosters for people age 18 and older at least 6 months after receipt of a COVID-19 vaccine primary series
Effective until:","https://www.canada.ca/en/public-health/news/2021/11/statement-from-the-council-of-chief-medical-officers-of-health-ccmoh-covid-19-vaccination-and-the-use-of-covid-19-vaccine-boosters.html","https://www.canada.ca/content/dam/phac-aspc/documents/services/immunization/national-advisory-committee-on-immunization-naci/recommendations-use-covid-19-vaccines/statement-guidance-booster-doses/summary/summary.pdf","Not applicable","Federal","No",2021-10-29
"142","CAN389","Can.","2021-11-09",2021-11-09,"Vaccine","Vaccine — regulatory approval","Who: Health Canada
What: Authorized the use of the Pfizer-BioNTech vaccine as a booster shot
Effective until:","https://www.canada.ca/en/health-canada/news/2021/11/health-canada-authorizes-the-use-of-the-pfizer-biontech-comirnaty-covid-19-vaccine-as-a-booster-shot.html","Not applicable","Not applicable","Federal","No",2021-11-09
"143","CAN390","Can.","2021-11-12",2021-11-12,"Vaccine","Vaccine — regulatory approval","Who: Health Canada
What: Authorized the use of the Moderna Spikevax COVID-19 vaccine as a booster shot
Effective until:","https://www.canada.ca/en/health-canada/news/2021/11/health-canada-authorizes-the-use-of-the-moderna-spikevax-covid-19-vaccine-as-a-booster-shot.html","Not applicable","Not applicable","Federal","No",2021-11-12
"144","CAN414","Can.","2021-11-13",2021-11-15,"Health workforce","Health workforce — supply management","Who: Public Safety Canada
What: Announced assistance in the form of Canadian Armed Forces Rangers to support vaccination campaign in remote communities in northern Ontario 
Effective until:","https://www.canada.ca/en/public-safety-canada/news/2021/11/government-of-canada-to-assist-remote-communities-in-northern-ontario-with-covid-19-response.html","Not applicable","Not applicable","Federal","Yes",2021-11-15
"145","CAN394","Can.","2021-11-19",2021-11-19,"Vaccine","Vaccine — regulatory approval","Who: Health Canada
What: Authorized the Pfizer-BioNTech vaccine for children 5 to 11 years of age
Effective until:","https://www.canada.ca/en/health-canada/news/2021/11/health-canada-authorizes-use-of-comirnaty-the-pfizer-biontech-covid-19-vaccine-in-children-5-to-11-years-of-age.html","Not applicable","Not applicable","Federal","No",2021-11-19
"146","CAN395","Can.","2021-11-26",2021-11-26,"Case management","Case management — self-isolation","Who: Public Health Agency of Canada
What: Announced funding for COVID-19 safe voluntary isolation sites in B.C.
Effective until:","https://www.canada.ca/en/public-health/news/2021/11/government-of-canada-announces-funding-for-covid-19-safe-voluntary-isolation-sites-in-british-columbia.html","Not applicable","Not applicable","Provincial/territorial","No",2021-11-26
"147","CAN396","Can.","2021-11-26",2021-11-26,"Travel","Travel — restrictions","Who: Public Health Agency of Canada
What: Implemented enhanced border measures for all travellers who have been in the southern Africa region within the last 14 days; foreign nationals who have travelled to the region in the last 14 days will not be permitted entry into Canada; Canadian citizens, permanent residents and those with status under the Indian Act will be subject to enhanced testing, screening and quarantine measures
Effective until: 2022-01-31","https://www.canada.ca/en/public-health/news/2021/11/government-of-canada-introduces-new-measures-to-address-covid-19-omicron-variant-of-concern.html","Not applicable","Tightening","Federal","No",2021-11-26
"148","CAN397","Can.","2021-11-26",2021-11-26,"Travel","Travel — self-isolation","Who: Public Health Agency of Canada
What: Announced that all travellers coming from the southern Africa region are required to complete a 14-day quarantine
Effective until: 2022-01-31","https://www.canada.ca/en/public-health/news/2021/11/government-of-canada-introduces-new-measures-to-address-covid-19-omicron-variant-of-concern.html","Not applicable","Tightening","Federal","No",2021-11-26
"149","CAN388","Can.","2021-11-02",2021-11-30,"Travel","Travel — restrictions","Who: Transport Canada
What: Announced the opening of additional airports to receive international passengers
Effective until:","https://www.canada.ca/en/transport-canada/news/2021/11/government-of-canada-announces-additional-canadian-airports-accepting-international-passenger-flights.html","Not applicable","Easing","Federal","No",2021-11-30
"150","CAN392","Can.","2021-11-19",2021-11-30,"Travel","Travel — restrictions","Who: Transport Canada
What: Elimination of COVID-19 testing for fully vaccinated individuals departing and entering the country within 72 hours; expanded the list of accepted vaccines for the purpose of travel; valid COVID-19 tests no longer accepted as an alternative to vaccination for travel within Canada; new requirements for all exempt essential travellers, including the mandate to identify their vaccination status in ArriveCAN
Effective until:","https://www.canada.ca/en/public-health/news/2021/11/adjustments-to-canadas-border-and-travel-measures.html","Not applicable","Easing","Federal","No",2021-11-30
"151","CAN398","Can.","2021-12-03",2021-12-03,"Case management","Case management — treatment","Who: Public Services and Procurement Canada
What: Announced an agreement between Merck and Pfizer for access to their COVID-19 oral antiviral treatments
Effective until:","https://www.canada.ca/en/public-services-procurement/news/2021/12/government-of-canada-signs-agreements-for-covid-19-oral-antiviral-treatments.html","Not applicable","Not applicable","Federal","No",2021-12-03
"152","CAN399","Can.","2021-12-07",2021-12-07,"Vaccine","Vaccine — vaccination status","Who: Employment and Social Development Canada
What: Announced that all employees in federally regulated industries are required to be vaccinated
Effective until:","https://www.canada.ca/en/employment-social-development/news/2021/12/government-of-canada-will-require-employees-in-all-federally-regulated-workplaces-to-be-vaccinated-against-covid-19.html","Not applicable","Tightening","Federal","No",2021-12-07
"153","CAN413","Can.","2021-12-16",2021-12-16,"Health services","Health services — telemedicine/virtual care","Who: Health Canada
What: Announced a Canada-Quebec agreement for virtual health care services in the context of the COVID-19 pandemic; through this agreement, Quebec is receiving more than $28 million to expand its virtual health care services
Effective until:","https://www.canada.ca/en/health-canada/news/2021/12/government-of-canada-invests-more-than-28-million-to-support-the-funding-of-virtual-health-care-services-in-quebec.html","Not applicable","Not applicable","Federal","No",2021-12-16
"154","CAN411","Can.","2021-12-17",2021-12-17,"Health workforce","Health workforce — safety guidelines","Who: Employment and Social Development Canada
What: Approved amendment to Canada's Criminal Code to enhance protection of health care workers, those who assist them and those accessing health care services; offenders punishable by a maximum penalty of 10 years imprisonment on indictment; amendment addresses the worsening of violence and threats directed at health care workers during the COVID-19 pandemic
Effective until:","https://www.canada.ca/en/employment-social-development/news/2021/12/amendments-to-the-criminal-code-to-protect-health-care-workers-and-people-seeking-access-to-health-services.html","Not applicable","Not applicable","Federal","No",2021-12-17
"155","CAN400","Can.","2021-12-17",2021-12-18,"Travel","Travel — restrictions","Who: Public Health Agency of Canada
What: Lifted the extraordinary measures for travellers returning from Botswana, Egypt, Eswatini, Lesotho, Malawi, Mozambique, Namibia, Nigeria, South Africa and Zimbabwe
Effective until:","https://www.canada.ca/en/public-health/news/2021/12/government-of-canada-announces-additional-measures-to-contain-the-spread-of-the-omicron-variant.html","Not applicable","Easing","Federal","No",2021-12-18
"156","CAN402","Can.","2021-12-21",2021-12-20,"Vaccine","Vaccine — purchasing and allocation","Who: Public Services and Procurement Canada
What: Announced the procurement of 1.136 million doses of the Pfizer-BioNTech pediatric vaccine
Effective until:","https://www.canada.ca/en/public-services-procurement/news/2021/12/government-of-canada-receives-additional-pediatric-vaccine-doses.html","Not applicable","Not applicable","Federal","No",2021-12-20
"157","CAN401","Can.","2021-12-17",2021-12-21,"Travel","Travel — restrictions","Who: Public Health Agency of Canada
What: Reinstated the requirement for a pre-arrival negative PCR test for all travellers arriving in Canada from a trip of any duration; exception for residents of B.C. who are travelling to the US by land to purchase goods and services and who are absent from Canada for no more than 24 hours
Effective until:","https://www.canada.ca/en/public-health/news/2021/12/government-of-canada-announces-additional-measures-to-contain-the-spread-of-the-omicron-variant.html","Not applicable","Tightening","Federal","No",2021-12-21
"158","CAN403","Can.","2021-12-30",2021-12-30,"Case management","Case management — self-isolation","Who: Public Health Agency of Canada
What: Announced funding for COVID-19 safe voluntary isolation sites in Man.
Effective until:","https://www.canada.ca/en/public-health/news/2021/12/government-of-canada-announces-funding-for-covid-19-safe-voluntary-isolation-sites-in-manitoba.html","Not applicable","Not applicable","Provincial/territorial","No",2021-12-30
"159","CAN412","Can.","2022-01-10",2022-01-10,"Health workforce","Health workforce — supply management","Who: Public Safety Canada
What: Announced that the Government of Canada will provide of up to 24 Canadian Red Cross personnel to support N.S.'s COVID-19 immunization program
Effective until:","https://www.canada.ca/en/public-safety-canada/news/2022/01/government-of-canada-to-assist-nova-scotia-with-covid-19-immunization-program.html","Not applicable","Not applicable","Provincial/territorial","No",2022-01-10
"160","CAN393","Can.","2021-11-19",2022-01-15,"Travel","Travel — restrictions","Who: Transport Canada
What: Announced that certain groups who are currently exempt from entry requirements will only be allowed to enter the country if they are fully vaccinated
Effective until:","https://www.canada.ca/en/public-health/news/2021/11/adjustments-to-canadas-border-and-travel-measures.html","Not applicable","Tightening","Federal","No",2022-01-15
"161","CAN405","Can.","2022-01-13",2022-01-15,"Vaccine","Vaccine — vaccination status","Who: Public Health Agency of Canada
What: Announced that unvaccinated or partially vaccinated foreign national truck drivers, coming to Canada from the US by land, will not be allowed entry
Effective until:","https://www.canada.ca/en/public-health/news/2022/01/requirements-for-truckers-entering-canada-in-effect-as-of-january-15-2022.html","Not applicable","Tightening","Federal","No",2022-01-15
"162","CAN406","Can.","2022-01-17",2022-01-17,"Case management","Case management — treatment","Who: Health Canada
What: Authorized the use of Paxlovid for patients with mild to moderate COVID-19 at high risk of developing serious diseases
Effective until:","https://www.canada.ca/en/health-canada/news/2022/01/health-canada-authorizes-paxlovidtm-for-patients-with-mild-to-moderate-covid-19-at-high-risk-of-developing-serious-disease.html","Not applicable","Not applicable","Federal","No",2022-01-17
"163","CAN407","Can.","2022-01-28",2022-01-28,"Travel","Travel — restrictions","Who: Transport Canada
What: Removed pre-departure test for travellers coming to Canada on direct or indirect flights from India or Morocco
Effective until:","https://www.canada.ca/en/transport-canada/news/2022/01/government-of-canada-provides-update-about-canadas-border-measures.html","Not applicable","Easing","Federal","No",2022-01-28
"164","CAN409","Can.","2022-01-28",2022-01-28,"Vaccine","Vaccine — regulatory approval","Who: Public Health Agency of Canada
What: Recommends those 5 to 11 receive a complete 2-dose primary series of Pfizer pediatric mRNA COVID-19 vaccine; for those 12 to 17, a complete primary series of authorized mRNA COVID-19 vaccines
Effective until:","https://www.canada.ca/en/public-health/news/2022/01/statement-from-the-chief-public-health-officer-of-canada-on-january-28-2022.html","Not applicable","Not applicable","Federal","No",2022-01-28
"165","CAN408","Can.","2022-01-31",2022-01-31,"Case management","Case management — other","Who: Health Canada
What: Introduced Bill C-10 - An Act respecting certain measures related to COVID-19 in Parliament to provide Health Canada with the statutory authority to purchase and distribute across the country up to $2.5 billion worth of COVID-19 rapid tests
Effective until:","https://www.canada.ca/en/health-canada/news/2022/01/government-of-canada-introduces-legislation-to-increase-access-to-rapid-testing-across-the-country.html","Not applicable","Not applicable","Federal","No",2022-01-31
"166","CAN410","Can.","2022-01-28",2022-01-31,"Travel","Travel — restrictions","Who: Transport Canada
What: Ended the temporary exemption from pre-entry, arrival and day-8 testing and quarantine requirements for residents and essential workers of B.C. who have to travel by land to or through the US for essential food and supplies
Effective until:","https://www.canada.ca/en/transport-canada/news/2022/01/government-of-canada-provides-update-about-canadas-border-measures.html","Not applicable","Tightening","Federal","No",2022-01-31
"167","CAN061","Can.","2020-03-31",NA,"Travel","Travel — restrictions","Who: Inuit Tapiriit Kanatami
What: Called for air transportation to be designated as an essential service in Inuit Nunangat for the duration of the COVID-19 response, as the airline travel routes are the sole entry points for food, medicine and other essential supplies in all but 2 of 51 Inuit communities, and a critical means of travel for patients requiring advanced medical treatment
Effective until:","https://www.itk.ca/itk-calls-for-measures-to-guarantee-airline-transport-in-inuit-nunangat-as-a-covid19-public-service/","Not applicable","Not applicable","Federal","Yes",NA
"168","CAN066","Can.","2020-04-14",NA,"Travel","Travel — self-isolation","Who: Public Health Agency of Canada
What: Issued an updated order under which any traveller arriving in Canada — whether they are symptomatic or asymptomatic — cannot isolate or quarantine in a place where they would be in contact with people who are vulnerable, such as adults aged 65 years or over and people with pre-existing medical conditions
Effective until:
","https://www.canada.ca/en/public-health/news/2020/04/government-of-canada-updates-mandatory-requirements-for-travellers-entering-canada.html","Not applicable","Tightening","Federal","No",NA
"169","CAN069","Can.","2020-04-14",NA,"Health services","Health services — other","Who: Prime Minister
What: Announced additional support to address immediate health, economic and transportation needs in the North (governments of Yukon, the Northwest Territories and Nunavut): $72.6 million to support COVID-19 health and social services preparations and response; $17.3 million to support northern air carriers; $15 million in non-repayable support for businesses; an additional $25 million to Nutrition North Canada
Effective until:
","https://pm.gc.ca/en/news/news-releases/2020/04/14/prime-minister-announces-health-and-social-support-northern","Not applicable","Not applicable","Federal","Yes",NA
"170","CAN072","Can.","No data",NA,"Public information","Public information — launch of webpage/resource","Who: Public Health Agency of Canada
What: Launched a dedicated government web page for COVID-19
Effective until:
","https://web.archive.org/web/20200125011050/https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection.html","Not applicable","Not applicable","Federal","No",NA
"171","CAN073","Can.","2020-02-06",NA,"Case management","Case management — case definition","Who: Public Health Agency of Canada
What: Released an interim national case definition for the novel coronavirus (earliest publication date tracked using Internet Archive)
Effective until:
","https://web.archive.org/web/20200211164225/https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/health-professionals/national-case-definition.html","Not applicable","Not applicable","Federal","No",NA
"172","CAN074","Can.","2020-03-10",NA,"Distancing","Distancing — gatherings","Who: Public Health Agency of Canada
What: Issued guidance to major event planners to conduct a risk assessment when considering public health actions related to mass gatherings. The guidelines offer mitigation strategies, such as limiting the number of people at an event, offering virtual or live-stream activities, staggering arrivals and departures, and making more hand-washing stations available. 
Effective until:","https://web.archive.org/web/20200311151615/https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/health-professionals/mass-gatherings-risk-assesment.html","Not applicable","Not applicable","Federal","No",NA
"173","CAN075","Can.","2020-03-11",NA,"Case management","Case management — self-isolation","Who: Public Health Agency of Canada
What: Instructions provided in fact sheet on how to self-isolate for those diagnosed with COVID-19: ""You must isolate yourself for at least 14 days if you have symptoms of COVID-19, even if mild"" (earliest publication date tracked using Internet Archive)
Effective until:","https://www.canada.ca/en/public-health/services/publications/diseases-conditions/covid-19-how-to-isolate-at-home.html","Not applicable","Not applicable","Federal","No",NA
"174","CAN078","Can.","No data",NA,"Case management","Case management — self-isolation","Who: Public Health Agency of Canada
What: Published fact sheet on how to self-isolate for those diagnosed with COVID-19 
Effective until:","https://www.canada.ca/en/public-health/services/publications/diseases-conditions/covid-19-how-to-isolate-at-home.html","Not applicable","Not applicable","Federal","NO",NA
"175","CAN079","Can.","No data",NA,"Case management","Case management — self-isolation","Who: Public Health Agency of Canada
What: Published fact sheet on how to self-isolate for those who may have been exposed and have no symptoms
Effective until:","https://www.canada.ca/en/public-health/services/publications/diseases-conditions/coronavirus-disease-covid-19-how-to-self-isolate-home-exposed-no-symptoms.html","Not applicable","Not applicable","Federal","No",NA
"176","CAN080","Can.","No data",NA,"State of emergency","State of emergency","Who: Government of Canada
What: Activated the federal/provincial/territorial health response plan for biologic events 
Effective until:
","https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/canadas-reponse.html?topic=tilelink","Not applicable","Not applicable","Federal","No",NA
"177","CAN081","Can.","No data",NA,"Health services","Health services — telemedicine/virtual care","Who: Canadian Psychological Association
What: Published guidelines for psychologists for virtual care options that ensure continuity of care for clients
Effective until: ","https://cpa.ca/docs/File/Insurance/COVID-19_Telehealth%20Resource_2020%20(PSY).pdf
","https://cpa.ca/corona-virus/","Not applicable","Federal","No",NA
"178","CAN094","Can.","2020-04-23",NA,"Financial and economic","Financial and economic — research and development","Who: Prime Minister
What: Announced more than $1 billion in support of a national medical research strategy to fight COVID-19 that includes vaccine development, the production of treatments and tracking of the virus
Effective until:","https://pm.gc.ca/en/news/news-releases/2020/04/23/prime-minister-announces-new-support-covid-19-medical-research-and","Not applicable","Not applicable","Federal","No",NA
"179","CAN136","Can.","2020-06-18",NA,"Case management","Case management — contact tracing","Who: Prime Minister
What: Announced the upcoming launch of a new nationwide mobile app to provide notifications of exposure to COVID-19 across Canada; the app will be available to Canadians for free download, with health authorities in Ontario being the first to distribute the unique, temporary codes to people who test positive for COVID-19 
Effective until:","https://pm.gc.ca/en/news/news-releases/2020/06/18/prime-minister-announces-new-mobile-app-help-notify-canadians-covid","Not applicable","Not applicable","Federal","No",NA
"180","CAN218","Can.","2020-11-24",NA,"Financial and economic","Financial and economic — research and development","Who: Public Services and Procurement Canada
What: Announced that the Government of Canada has signed an agreement with Eli Lilly for an initial order of up to 26,000 doses of its COVID-19 monoclonal antibody therapy Bamlanivimab (LY-CoV555)
Effective until: ","https://www.canada.ca/en/public-services-procurement/news/2020/11/government-of-canada-signs-new-agreement-for-a-covid-19-antibody-therapy0.html","Not applicable","Not applicable","Federal","No",NA
"181","CAN220","Can.","2020-12-07",NA,"Financial and economic","Financial and economic — assistance","Who: Employment and Social Development Canada
What: Announced additional support for children and families through the Canada Child Benefit with a proposed new temporary support of up to $1,200 per child under the age of 6 to further assist families with young children
Effective until:","https://www.canada.ca/en/employment-social-development/news/2020/12/government-of-canada-invests-in-canadian-families.html","Not applicable","Not applicable","Federal","No",NA
"182","CAN235","Can.","2021-01-13",NA,"Case management","Case management — other","Who: Indigenous Services Canada
What: Allocated an additional $380 million for the Indigenous Community Support Fund, which will ensure continued critical support for on-the-ground, community-led solutions to prevent, prepare for and respond to COVID-19
Effective until:","https://www.canada.ca/en/indigenous-services-canada/news/2021/01/government-of-canada-announces-further-reinforcement-of-covid-19-supports-for-indigenous-communities.html","Not applicable","Not applicable","Federal","Yes",NA
"183","CAN241","Can.","2020-12-04",NA,"Health workforce","Health workforce — supply management ","Who: Government of Canada
What: Announced $23.2 million in funding to develop and implement an accelerated program to train 4,000 new personal support worker interns; program will be offered at no cost to the trainees
Effective until: ","https://www.canada.ca/en/employment-social-development/news/2020/12/government-of-canada-announces-funding-to-train-4000-personal-support-worker-interns-support-sector.html","Not applicable","Not applicable","Provincial/territorial","No",NA
"184","CAN250","Can.","2021-02-12",NA,"Financial and economic","Financial and economic — research and development","Who: Public Health Agency of Canada
What: Announced an investment of $53 million in research to increase the understanding of emerging variants and provide guidance to decision-makers for drug therapy, vaccine effectiveness and other public health strategies
Effective until: ","https://www.canada.ca/en/public-health/news/2021/02/government-of-canada-invests-53-million-to-address-covid-19-virus-variants-of-concern.html","Not applicable","Not applicable","Federal","No",NA
"185","CAN251","Can.","2021-02-12",NA,"Vaccine","Vaccine — purchasing and allocation","Who: Public Services and Procurement Canada
What: Announced accelerated delivery schedule for Pfizer-BioNTech's COVID-19 vaccine: 2.8 million doses will be received between Apr. and Jun. and an additional 6.2 million doses between Jul. and Sept.
Effective until: ","https://www.canada.ca/en/public-services-procurement/news/2021/02/canada-negotiates-accelerated-delivery-schedule-for-pfizer-biontechs-covid-19-vaccine.html","Not applicable","Not applicable","Federal","No",NA
"186","CAN254","Can.","2021-02-02",NA,"Financial and economic","Financial and economic — research and development","Who: Prime Minister
What: Announced an investment of up to $25.1 million to Precision NanoSystems Incorporated (PNI) to expand ability to produce ribonucleic acid vaccines and future genetic medicines
Effective until: ","https://pm.gc.ca/en/news/news-releases/2021/02/02/new-support-produce-covid-19-vaccines-and-treatments-canada","Not applicable","Not applicable","Federal","No",NA
"187","CAN255","Can.","2021-02-02",NA,"Financial and economic","Financial and economic — research and development","Who: Prime Minister
What: Announced an investment of up to $14 million to Edesa Biotech Inc., to advance work on a monoclonal antibody therapy for acute respiratory distress syndrome, which is the leading cause of COVID-19 deaths
Effective until: ","https://pm.gc.ca/en/news/news-releases/2021/02/02/new-support-produce-covid-19-vaccines-and-treatments-canada","Not applicable","Not applicable","Federal","No",NA
"188","CAN256","Can.","2021-02-19",NA,"Case management","Case management — assessment centres","Who: Prime Minister
What: Use of the CDL Rapid Screening Consortium to complete tests at workplaces; 26 sites with 12 employers across the country and more than 5,000 screening tests completed
Effective until: ","https://pm.gc.ca/en/news/speeches/2021/02/19/prime-ministers-remarks-updating-canadians-covid-19-situation-g7-leaders","Not applicable","Not applicable","Federal","No",NA
"189","CAN265","Can.","2021-01-15",NA,"Health workforce","Health workforce — supply management ","Who: Prime Minister
What: Announced that the Canadian Rangers will help with the vaccination effort in Newfoundland and Labrador
Effective until: 2021-03-31","https://pm.gc.ca/en/news/speeches/2021/01/15/prime-ministers-remarks-updating-canadians-covid-19-vaccines-and","Not applicable","Not applicable","Federal","No",NA
"190","CAN289","Can.","2021-04-14",NA,"Health services","Health services — other","Who: Health Canada
What: Established the Critical Drug Reserve to reserve drugs that hospitals rely on to treat patients who are critically ill with COVID-19 and are at risk of shortage 
Effective until: ","https://www.canada.ca/en/health-canada/news/2021/04/government-of-canada-establishes-critical-drug-reserve-to-bolster-canadas-supply-of-drugs-used-to-treat-covid-19.html","Not applicable","Not applicable","Federal","No",NA
"191","CAN290","Can.","2021-04-15",NA,"Case management","Case management — self-isolation","Who: Public Health Agency of Canada
What: Announced $336,000 for a Safe Voluntary Isolation Site in Sault Ste. Marie, Ontario
Effective until: ","https://www.canada.ca/en/public-health/news/2021/04/government-of-canada-announces-funding-for-covid-19-safe-voluntary-isolation-site-in-sault-ste-marie.html","Not applicable","Not applicable","Regional","No",NA
